name,id,smc section,rhb section,f section,height m,height f,map 50,map 25,gref,gref2,x,y,air_closest,air_closest_x,air_closest_y,air_closest_pass_scotland,air_closest_pass_AF,air_closest_pass_AS,air_closest_pass_CA,air_closest_pass_EU,air_closest_pass_NA,air_closest_pass_OC,air_closest_pass_SA,air_closest_total,road_closest,road_closest_type,road_closest_numbers_2019_daily_av,road_closest_distance_m,road_closest_angle,road_closest_x,road_closest_y,station_closest_name,station_closest_line,station_closest_x,station_closest_y,station_closest_route_max_4_weeks,station_closest_route_commuter,station_closest_route_off peak,station_closest_route_peak,station_closest_route_total,station_closest_route_percent off peak
Stob a' Choire Mheadhoin,82,4,04A,4.1,1105,3625,41,392,NN316736,NN3165273643,231652,773643,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,7148.835203,59.309284,235300.7911,779790.5335,Tulloch,WHL,235555.9929,780220.501,2019/P08,31868,200738,112875,4085,0.576131615
Stob a' Choire Odhair,70,3,03C,3.3,945,3100,50,377E 384,NN257459,NN2573145982,225731,745982,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,16847.04816,293.9596111,232572.461,730586.6292,Tyndrum Lower,OBN2,232775.5073,730129.7132,2019/P08,31868,200738,112875,9093,0.576131615
Stob Ban,80,4,04A,4.1,977,3205,41,392,NN266723,NN2666972394,226669,772394,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,8165.632378,86.30442963,227195.3171,780542.6528,Roy Bridge,WHL,227227.5447,781041.6131,2019/P08,31868,200738,112875,4085,0.576131615
Stob Ban,80,4,04A,4.1,977,3205,41,392,NN266723,NN2666972394,226669,772394,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A86,A Road,1161.698413,8165.632378,86.30442963,227195.3171,780542.6528,Roy Bridge,WHL,227227.5447,781041.6131,2019/P08,31868,200738,112875,9093,0.576131615
Stob Ban,91,4,04A,4.1,999.7,3280,41,392,NN147654,NN1477765443,214777,765443,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B863,B Road,777.2,9212.759232,115.8117684,210765.6171,773736.5963,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,4085,0.576131615
Stob Ban,91,4,04A,4.1,999.7,3280,41,392,NN147654,NN1477765443,214777,765443,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B863,B Road,777.2,9212.759232,115.8117684,210765.6171,773736.5963,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Stob Binnein,6,1,01C,1.3,1165,3822,51,OL46N 365N,NN434227,NN4348122712,243481,722712,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A85,A Road,7041.860941,5060.846512,154.5802905,238910.1057,724884.3474,Crianlarich,WHL,238458.5119,725098.9703,2019/P08,31868,200738,112875,9093,0.576131615
Stob Choire Claurigh,79,4,04A,4.1,1177,3862,41,392,NN261738,NN2619673878,226196,773878,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,6737.502132,81.8058588,227156.2808,780546.7177,Roy Bridge,WHL,227227.5447,781041.6131,2019/P08,31868,200738,112875,4085,0.576131615
Stob Coir' an Albannaich,67,3,03C,3.3,1044,3425,50,377W,NN169443,NN1695244305,216952,744305,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,16642.04872,266.9355222,216062.3206,727686.7493,Dalmally,OBN2,216035.5907,727187.4643,2019/P08,31868,200738,112875,9093,0.576131615
Stob Coire a' Chairn,88,4,04A,4.1,981.4,3220,41,392,NN185660,NN1855966062,218559,766062,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B863,B Road,777.2,10910.0178,134.596559,210898.9642,773830.6769,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Stob Coire an Laoigh,78,4,04A,4.1,1116,3661,41,392,NN239725,NN2398472532,223984,772532,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,8574.852106,101.6331271,222254.9303,780930.7146,Spean Bridge,WHL,222154.1082,781420.444,2019/P08,31868,200738,112875,4085,0.576131615
Stob Coire Easain,81,4,04A,4.1,1115,3658,41,392,NN308730,NN3080273066,230802,773066,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,7749.451037,305.8612729,235341.8198,766785.552,Corrour,WHL,235634.7322,766380.3331,2019/P08,31868,200738,112875,4085,0.576131615
Stob Coire Sgreamhach,54,3,03B,3.2,1072,3517,41,384,NN154536,NN1548753665,215487,753665,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,20607.70573,103.5323702,210664.9064,773700.5921,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Stob Coire Sgriodain,93,4,04B,4.2,979,3212,41,OL50 393,NN356743,NN3566974381,235669,774381,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,5340.594365,91.1086601,235565.6672,779720.5946,Tulloch,WHL,235555.9929,780220.501,2019/P08,31868,200738,112875,4085,0.576131615
Stob Daimh [Stob Diamh],61,3,03C,3.3,999.2,3278,50,377W,NN094308,NN0948230858,209482,730858,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A85,A Road,7041.860941,3849.048781,248.9553935,208099.8271,727265.6784,Falls Of Cruachan,OBN2,207920.2798,726799.0278,2019/P08,31868,200738,112875,9093,0.576131615
Stob Ghabhar,69,3,03C,3.3,1090,3576,50,377E 384,NN230455,NN2301745515,223017,745515,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,17719.09753,302.3859468,232507.6975,730551.9429,Tyndrum Lower,OBN2,232775.5073,730129.7132,2019/P08,31868,200738,112875,9093,0.576131615
Stob Poite Coire Ardair,166,9,09C,9.3,1054,3458,34 42,OL55 401,NN428888,NN4288588844,242885,788844,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A86,A Road,1161.698413,10817.20284,229.6391938,235879.7923,780601.4917,Tulloch,WHL,235555.9929,780220.501,2019/P08,31868,200738,112875,4085,0.576131615
Stuc a' Chroin,3,1,01B,1.2,975,3199,57,OL46N OL47W 365N 368W,NN617174,NN6174617465,261746,717465,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A84,A Road,6365.75,22713.08991,314.7754675,277743.518,701341.6049,Dunblane,SCM3,278095.6832,700986.6687,2019/P08,31868,200738,112875,9093,0.576131615
Stuchd an Lochain [Stuc an Lochain],26,2,02A,2.1,960,3150,51,OL48W 378W,NN483448,NN4830544840,248305,744840,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B846,B Road,921.2162162,13877.74647,114.9024776,242461.4274,757427.4742,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,9093,0.576131615
The Cairnwell,127,6,06B,6.2,933,3061,43,OL52N 387N,NO134773,NO1348677358,313486,777358,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A93,A Road,5186.125,26986.22695,224.61188,294275.0328,758405.5546,Pitlochry,HGL2,293919.0926,758054.4043,2019/P08,31868,200738,112875,131,0.576131615
The Devil's Point,148,8,08A,8,1004,3294,36 43,OL57S 403S,NN976951,NN9761095117,297610,795117,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B970,B Road,744.9473684,18690.37428,114.6659684,289809.9951,812101.9938,Aviemore,HGL2,289601.3314,812556.3719,2019/P08,31868,200738,112875,4085,0.576131615
The Saddle,173,10,10A,10.1,1011.4,3318,33,414N 414S,NG936131,NG9361013124,193610,813124,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,21777.81906,141.1987824,176638.0088,826770.4251,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Toll Creagach,212,11,11A,11.1,1054,3458,25,415,NH194282,NH1940128280,219401,828280,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A831,A Road,831.6825397,27274.68268,133.4461461,200644.9515,848081.9939,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Tolmount,137,7,07A,7,958,3143,44,OL53N 388N,NO210800,NO2105180017,321051,780017,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A93,A Road,5186.125,34406.96219,218.9892981,294307.7243,758368.9919,Pitlochry,HGL2,293919.0926,758054.4043,2019/P08,31868,200738,112875,131,0.576131615
Tom a' Choinich,211,11,11A,11.1,1112,3648,25,415,NH164273,NH1640227331,216402,827331,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,26052.58311,127.3280194,200604.304,848047.4159,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Tom Buidhe,136,7,07A,7,957,3140,44,OL53N 388N,NO213787,NO2136778774,321367,778774,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A93,A Road,5186.125,33890.24959,217.0480519,294318.1579,758355.6466,Pitlochry,HGL2,293919.0926,758054.4043,2019/P08,31868,200738,112875,131,0.576131615
